1	0.231142	0.882533	0.409522
2	0.286820	0.882670	0.372327
3	0.195270	0.890058	0.411906
4	0.588973	-0.753699	-0.291631
5	0.491281	-0.710146	-0.504317
6	0.600861	-0.793336	-0.097896
7	0.626611	-0.773592	-0.094417
8	0.916572	-0.366378	-0.160198
9	0.469706	-0.783638	-0.406556
10	-0.036348	-0.836488	-0.546779
11	0.003702	-0.837930	-0.545765
12	0.105375	-0.911717	-0.397074
13	-0.018525	-0.835413	-0.549311
14	0.015924	-0.990452	-0.136933
15	-0.440345	-0.805083	-0.397414
16	-0.945267	-0.256756	-0.201361
17	-0.131476	0.495773	-0.858442
18	-0.984363	-0.125125	-0.123991
19	-0.942967	-0.290742	-0.162116
20	-0.923004	-0.309801	-0.228227
21	-0.937466	0.290315	0.192028
22	-0.931349	-0.213793	0.294756
23	-0.955971	-0.217558	-0.196949
24	0.729355	0.672432	-0.126004
25	0.694442	0.702145	-0.157298
26	0.850820	-0.292087	-0.436796
27	0.699288	0.699825	-0.145744
28	-0.355205	-0.823459	-0.442431
29	-0.463817	-0.875156	-0.137753
30	-0.427984	-0.891742	-0.147055
31	-0.382192	-0.886120	-0.262145
32	-0.431046	-0.887308	-0.163965
33	-0.466151	-0.867045	-0.175886
34	-0.400113	-0.829278	-0.390138
35	-0.962485	0.221891	-0.156161
36	0.137863	-0.958715	-0.248715
37	-0.913815	0.172574	0.367641
38	0.838633	-0.314718	-0.444576
39	-0.989949	0.137631	-0.032538
40	-0.780652	0.538980	0.316360
41	-0.979052	0.026998	0.201811
42	-0.972186	0.224762	0.065859
43	-0.942071	0.101969	0.319539
44	-0.955804	-0.272867	-0.109461
45	-0.893743	-0.258421	-0.366663
46	-0.837905	-0.514504	0.182212
47	-0.913005	-0.392051	-0.112771
48	-0.907341	-0.412247	-0.082371
49	0.351188	-0.794995	-0.494621
50	0.351784	-0.836573	-0.419992
51	0.373322	-0.883540	-0.282822
52	0.354417	-0.907844	-0.224070
53	0.255642	-0.768368	-0.586735
54	-0.940303	-0.302718	-0.155541
55	0.357257	-0.746858	-0.560865
56	0.375519	-0.736138	-0.563104
57	-0.917861	-0.205939	0.339293
58	-0.267612	0.009897	-0.963476
59	-0.229416	0.149794	-0.961733
60	-0.810966	-0.553312	0.190211
61	-0.838268	-0.527955	0.136275
62	-0.221336	0.102478	-0.969798
63	-0.236704	-0.015172	-0.971463
64	-0.505807	-0.850270	-0.145600
65	-0.215549	0.976390	0.014192
66	-0.257303	-0.238984	-0.936313
67	-0.956667	-0.243637	-0.159466
68	-0.453974	0.523257	-0.721187
69	-0.407094	0.439618	-0.800631
70	0.973202	-0.208403	0.097189
71	-0.964737	-0.221814	-0.141708
72	-0.283981	0.956256	-0.070203
73	0.437240	-0.633206	-0.638649
74	0.465819	-0.741916	-0.482259
75	-0.911057	-0.356403	-0.207249
76	-0.905839	-0.075315	0.416874
77	-0.772306	0.388683	0.502462
78	-0.972215	0.088807	0.216592
79	-0.927249	-0.060721	0.369488
80	-0.947989	0.078799	0.308395
81	-0.810397	0.546248	0.211824
82	-0.719475	0.688713	0.089613
83	-0.892098	0.442565	0.091086
84	0.975065	-0.127848	-0.181389
85	0.988494	-0.020731	-0.149834
86	0.955471	-0.156494	-0.250170
87	0.890295	-0.387875	-0.238596
88	0.881034	-0.063787	-0.468733
89	0.987286	-0.060438	-0.147015
90	0.922886	-0.118712	-0.366319
91	0.964070	-0.225550	-0.140342
92	0.533167	-0.712792	-0.455698
93	0.526812	-0.702516	-0.478477
94	0.976100	0.187767	-0.109415
95	0.954076	0.183505	-0.236782
96	-0.860046	-0.463752	-0.212733
97	0.954437	0.292667	-0.058273
98	0.920482	0.249426	-0.300830
99	0.979423	0.053574	-0.194576
100	0.952658	0.291958	-0.084876
101	0.944922	0.299251	-0.132553
102	0.502735	0.860453	-0.082940
103	0.096435	-0.994799	-0.032789
104	0.399809	0.881919	0.249743
105	-0.506114	0.797657	-0.328011
106	-0.869787	0.252202	0.424104
107	0.244220	-0.925028	-0.290998
108	0.543198	0.832477	-0.109164
109	-0.970987	0.046264	0.234614
110	-0.868372	0.251553	0.427377
111	0.505461	0.862487	-0.025019
112	-0.899439	-0.253883	-0.355742
113	-0.983021	-0.006991	-0.183360
114	-0.985243	0.007964	-0.170974
115	-0.987612	0.049856	-0.148784
116	-0.188865	-0.956141	-0.223885
117	0.141268	-0.807263	-0.573036
118	-0.087860	-0.866060	-0.492159
119	-0.125238	-0.981874	-0.142262
120	-0.126266	-0.814091	-0.566845
121	-0.141134	0.505777	-0.851041
122	0.327683	-0.822903	-0.464171
123	-0.099962	0.680754	-0.725660
124	-0.121613	0.682802	-0.720411
125	-0.122119	0.632656	-0.764744
126	-0.120257	0.517235	-0.847352
127	0.509482	-0.720384	-0.470611
128	0.463975	-0.758899	-0.456946
129	0.460413	-0.699898	-0.546043
130	0.430395	-0.726852	-0.535207
131	-0.891698	-0.431632	0.136267
132	-0.346572	-0.935636	-0.066881
133	-0.365872	-0.928857	-0.057990
134	-0.367399	-0.822668	-0.433861
135	-0.915509	0.402237	0.007008
136	0.170846	-0.955150	-0.241867
137	-0.465444	-0.878306	-0.109270
138	0.526681	-0.806761	-0.267852
