1	0.386357	0.467503	-0.795091
2	0.483846	0.863406	-0.142909
3	0.942552	-0.316592	-0.106608
4	0.863049	-0.349926	-0.364278
5	-0.998316	0.024780	-0.052458
6	0.595836	0.800282	0.067289
7	0.466291	0.873809	-0.137954
8	0.208043	0.849015	-0.485687
9	0.405729	0.890652	0.205237
10	-0.738195	-0.666961	-0.101148
11	-0.953445	0.278349	0.116038
12	-0.735372	-0.625527	-0.260660
13	-0.968600	0.233078	-0.086543
14	-0.508842	0.776058	0.372576
15	-0.538605	0.839600	-0.070545
16	-0.904666	-0.234806	0.355591
17	-0.372093	0.854826	0.361689
18	-0.955542	0.250735	0.155149
19	-0.198141	0.980094	-0.012467
20	-0.864757	-0.249850	-0.435626
21	-0.869490	-0.232759	-0.435672
22	-0.967669	-0.250313	-0.030997
23	-0.979221	-0.199964	-0.033789
24	-0.952300	-0.177851	-0.247978
25	-0.942655	0.249397	0.221817
26	-0.856897	-0.514610	-0.030072
27	-0.864039	-0.495731	-0.087676
28	-0.958148	-0.284372	0.032925
29	-0.838301	-0.360360	-0.409136
30	0.430674	0.861850	-0.267832
31	0.401188	-0.794643	-0.455621
32	-0.890321	0.303940	0.339043
33	-0.890807	0.309079	0.333068
34	-0.908648	0.295366	0.295157
35	-0.902002	0.333269	0.274451
36	-0.862813	0.407442	0.299240
37	-0.920171	0.313451	0.234592
38	-0.337818	-0.940969	0.021352
39	0.983454	0.179865	0.021612
40	0.902712	0.342241	0.260735
41	0.883214	0.380541	0.274085
42	0.907239	0.334528	0.254967
43	-0.403053	-0.753213	-0.519825
44	-0.411388	-0.752056	-0.514948
45	-0.038423	-0.948419	-0.314682
46	-0.128863	-0.963645	-0.234056
47	-0.555398	-0.791227	-0.255914
48	-0.442769	-0.794651	-0.415314
49	-0.819822	-0.560064	-0.119249
50	0.712865	-0.696442	-0.082417
51	0.709125	-0.698974	-0.092609
52	-0.944351	-0.121068	0.305850
53	-0.816016	-0.544154	-0.194971
54	-0.746359	-0.588234	-0.311335
55	-0.644400	-0.636300	-0.424112
56	-0.673768	-0.615121	-0.409467
57	0.349219	0.857714	-0.377323
58	0.262235	0.846373	-0.463557
59	0.306031	0.911712	-0.274091
60	-0.662957	-0.545368	-0.512895
61	0.296786	0.869050	-0.395816
62	0.337290	0.890736	-0.304672
63	-0.702629	-0.517973	-0.487870
64	0.262195	0.830692	-0.491125
65	0.943171	-0.154126	-0.294405
66	0.970076	-0.151983	-0.189351
67	0.986660	-0.084095	-0.139390
68	0.912451	-0.080695	-0.401151
69	0.984733	-0.156912	-0.075365
70	0.955027	-0.243639	-0.169009
71	0.973334	-0.204558	-0.103808
72	0.986849	-0.147871	-0.065301
73	0.967566	-0.147331	-0.205206
74	0.856806	-0.339205	-0.388360
75	0.831242	-0.430354	-0.351897
76	-0.617449	-0.656920	-0.432682
77	-0.883440	-0.280825	-0.375061
78	-0.944660	-0.315858	0.088604
79	-0.893429	-0.196130	-0.404127
80	-0.954588	-0.297128	0.021809
81	-0.900697	-0.253699	-0.352679
82	-0.938888	-0.182300	-0.291987
83	-0.927832	-0.203398	-0.312661
84	0.462277	0.857845	-0.224503
85	0.628550	-0.775885	-0.054106
86	0.810771	-0.584292	-0.035402
87	0.864296	-0.501090	-0.043599
88	0.778998	-0.625847	-0.038432
89	0.652179	-0.545630	-0.526260
90	-0.863444	-0.503845	-0.024584
91	-0.241697	-0.572559	-0.783427
92	-0.291829	-0.581768	-0.759199
93	-0.380195	-0.588069	-0.713881
94	-0.230518	-0.531516	-0.815078
95	0.706951	0.705382	-0.051543
96	-0.248586	-0.928050	-0.277359
97	-0.197920	-0.919802	-0.338810
98	0.784687	0.154267	-0.600389
99	-0.286764	-0.938469	-0.192463
100	0.519915	0.851826	-0.063889
101	-0.752239	-0.572263	-0.326575
102	-0.756433	-0.551238	-0.352059
103	-0.799509	-0.524809	-0.292166
104	-0.764280	-0.555505	-0.327552
105	0.155145	-0.978947	-0.132642
106	0.718885	-0.676124	-0.161432
107	0.381340	-0.756599	-0.531167
108	0.645414	-0.612445	-0.456455
109	0.405216	-0.756300	-0.513624
110	0.455690	-0.731728	-0.506874
111	0.676875	-0.576320	-0.457926
112	0.668399	-0.671110	-0.320708
113	-0.865673	-0.500154	-0.021381
114	0.529466	0.847020	-0.047139
115	0.735320	0.418296	-0.533228
116	0.669815	0.407083	-0.620992
117	-0.697335	-0.625757	-0.349501
118	-0.834107	-0.551436	0.013576
119	0.815456	0.371907	-0.443527
120	-0.642368	-0.634477	-0.429886
121	-0.606729	-0.643127	-0.467191
122	-0.624943	-0.648404	-0.434762
123	-0.784623	-0.612703	-0.094669
124	-0.697030	-0.707682	-0.115476
125	-0.883931	0.170478	-0.435435
126	-0.899665	0.131236	-0.416390
127	-0.917919	0.161852	-0.362255
128	0.270336	0.917617	0.291370
129	0.068743	-0.806833	-0.586766
130	0.833439	0.549425	0.059258
131	0.349050	0.927605	0.133089
132	-0.782828	-0.386931	-0.487303
133	-0.760842	-0.412072	-0.501315
134	-0.931332	-0.336049	-0.140329
135	0.495017	0.863063	-0.100398
136	-0.865574	-0.497482	-0.057393
137	-0.876496	-0.481381	0.005199
138	0.117135	-0.978460	-0.169987
139	0.066482	-0.978166	-0.196906
140	0.059783	-0.973981	-0.218601
141	0.033799	-0.970879	-0.237174
142	0.394677	0.832545	0.388714
143	0.896576	-0.169016	-0.409372
144	0.843873	0.530445	0.080662
145	-0.205583	0.962397	0.177562
146	-0.978497	0.002318	0.206248
147	-0.968082	0.000568	0.250631
148	0.995199	0.011245	0.097222
149	0.170293	0.940776	0.293157
150	0.705423	0.668326	0.236048
151	0.709983	0.701768	0.058698
152	0.683991	0.729486	-0.002570
153	0.655727	0.683547	0.320602
154	0.662629	0.739957	0.115704
155	0.720375	0.672234	0.170769
156	0.671801	0.737427	-0.069892
157	0.997681	-0.032410	0.059844
158	0.704286	0.695993	0.139912
159	0.995164	-0.094246	0.027692
160	0.730766	-0.638655	-0.241039
161	0.870550	-0.284076	-0.401801
162	0.939564	-0.230241	-0.253395
163	0.925556	-0.370176	-0.079474
164	0.881829	-0.436697	-0.177970
165	-0.980489	-0.004026	-0.196534
166	-0.884328	0.235675	0.403014
167	-0.989105	0.146611	-0.013309
168	-0.941918	-0.032911	0.334226
169	0.991715	-0.127827	-0.012722
170	-0.971806	0.045579	0.231333
171	-0.962760	0.001467	0.270353
172	-0.957087	-0.013995	0.289462
173	0.584480	-0.036450	-0.810589
174	0.710658	-0.180686	-0.679940
175	0.689770	-0.157648	-0.706657
176	0.645505	-0.156513	-0.747547
177	0.625504	-0.119645	-0.770993
178	0.697375	-0.211947	-0.684651
179	-0.874903	-0.338371	0.346481
180	0.732345	-0.462300	-0.499950
181	0.724651	-0.514011	-0.458993
182	0.765258	-0.522296	-0.376280
183	0.713570	-0.455727	-0.532100
184	0.702826	-0.513114	-0.492696
185	-0.925458	-0.100250	-0.365345
186	-0.983231	-0.058436	-0.172751
187	-0.974120	-0.056185	-0.218938
188	-0.996723	-0.061425	-0.052640
189	-0.990560	-0.094830	-0.098982
190	-0.030262	-0.963411	-0.266314
191	0.827769	-0.558692	-0.051594
192	0.009980	-0.962755	-0.270190
193	0.652446	-0.717094	-0.245135
194	0.601242	-0.644335	-0.472589
195	-0.575528	-0.685125	-0.446511
196	-0.643868	-0.759882	-0.089519
197	-0.619410	-0.779794	-0.090843
198	-0.571178	-0.803600	-0.167277
199	-0.546366	-0.807542	-0.222168
200	-0.961816	0.272626	-0.024187
201	-0.681899	0.535757	-0.497974
202	-0.322311	-0.760624	-0.563531
203	-0.477894	-0.738774	-0.475216
204	-0.560855	-0.721567	-0.405935
205	0.446798	0.855479	-0.261776
206	0.995341	0.051258	0.081665
207	0.422053	0.862606	-0.278894
208	0.446396	0.858811	-0.251345
