0.00098877 14.5222
0.00098877 14.5222
0.0020874 33.8583
0.0020874 33.8583
0.00318604 52.4897
0.00318604 52.4897
0.00428467 72.3058
0.00428467 72.3058
0.0053833 93.7039
0.0053833 93.7039
0.00648193 114.606
0.00648193 114.606
0.00758057 135.113
0.00758057 135.113
0.0086792 155.132
0.0086792 155.132
0.00977783 174.499
0.00977783 174.499
0.0108765 193.487
0.0108765 193.487
0.0119751 211.99
0.0119751 211.99
0.0130737 230.002
0.0130737 230.002
0.0141724 247.552
0.0141724 247.552
0.015271 264.842
0.015271 264.842
0.0163696 282.833
0.0163696 282.833
0.0174683 300.991
0.0174683 300.991
0.0185669 318.84
0.0185669 318.84
0.00098877 14.5222
0.00098877 14.5222
0.00098877 14.5222
0.0196655 336.367
0.0196655 336.367
0.00098877 14.5222
0.00098877 14.5222
0.00098877 14.5222
0.00098877 14.5222
0.00098877 14.5222
0.0020874 33.8583
0.0020874 33.8583
0.0020874 33.8583
0.0020874 33.8583
0.0207642 353.627
0.0207642 353.627
0.0020874 33.8583
0.0020874 33.8583
0.0020874 33.8583
0.0020874 33.8583
0.00318604 52.4897
0.00318604 52.4897
0.00318604 52.4897
0.00318604 52.4897
0.00318604 52.4897
0.00318604 52.4897
0.00318604 52.4897
0.00318604 52.4897
0.0218628 370.523
0.0218628 370.523
0.00428467 72.3058
0.00428467 72.3058
0.00428467 72.3058
0.00428467 72.3058
0.00428467 72.3058
0.00428467 72.3058
0.00428467 72.3058
0.00428467 72.3058
0.0229614 387.071
0.0229614 387.071
0.0053833 93.7039
0.0053833 93.7039
0.0053833 93.7039
0.0053833 93.7039
0.0053833 93.7039
0.0053833 93.7039
0.0053833 93.7039
0.0240601 403.241
0.0240601 403.241
0.0053833 93.7039
0.00648193 114.606
0.00648193 114.606
0.00648193 114.606
0.00648193 114.606
0.00648193 114.606
0.00648193 114.606
0.00648193 114.606
0.0251587 419.065
0.0251587 419.065
0.00648193 114.606
0.00758057 135.113
0.00758057 135.113
0.00758057 135.113
0.00758057 135.113
0.00758057 135.113
0.00758057 135.113
0.00758057 135.113
0.00758057 135.113
0.0262573 434.577
0.0262573 434.577
