"x1","y1","z1","x2","y2","z2","l","r1","r2","p","dl","dr","Q1","Q2","p1","p2","Q1p","Q2p","A1p","A2p"
2.44815,0.609099,-2.66291,2.54673,0.537657,-2.72207,0.135364,0.0484914,0.0484914,168,170,-10,0,0,-8.59488,-8.59488,0,0,0,0
2.54673,0.537657,-2.72207,2.62889,0.478122,-2.77138,0.112803,0.0484522,0.0484522,169,171,-10,0,0,-8.58793,-8.58793,0,0,0,0
2.62889,0.478122,-2.77138,2.71104,0.418587,-2.82069,0.112803,0.0483035,0.0483035,170,172,-10,0,0,-8.56157,-8.56157,0,0,0,0
2.71104,0.418587,-2.82069,2.75211,0.388819,-2.84534,0.0564016,0.0482554,0.0482554,171,173,-10,0,0,-8.55305,-8.55305,0,0,0,0
2.75211,0.388819,-2.84534,2.77265,0.373935,-2.85767,0.0282008,0.0481712,0.0481712,172,174,-10,0,0,-8.53812,-8.53812,0,0,0,0
2.77265,0.373935,-2.85767,2.95749,0.239981,-2.96861,0.253807,0.0481316,0.0481316,173,175,-10,0,0,-8.5311,-8.5311,0,0,0,0
2.95749,0.239981,-2.96861,3.03913,0.200122,-3.01897,0.103872,0.0447628,0.0447628,174,176,-10,0,0,-7.934,-7.934,0,0,0,0
3.03913,0.200122,-3.01897,3.22962,0.107117,-3.13647,0.242368,0.0447106,0.0447106,175,177,178,0,0,-7.92475,-7.92475,0,0,0,0
3.22962,0.107117,-3.13647,3.31355,0.0601235,-3.15582,0.0981218,0.0307812,0.0307812,176,179,-10,0,0,-5.45583,-5.45583,0,0,0,0
3.22962,0.107117,-3.13647,3.2464,0.0940463,-3.18188,0.0501467,0.0391951,0.0391951,176,180,-10,0,0,-6.94715,-6.94715,0,0,0,0
3.31355,0.0601235,-3.15582,3.34907,0.030879,-3.16269,0.0465177,0.0305281,0.0305281,177,-10,-10,0,0,-5.41096,-5.41096,0,0,0,0
3.2464,0.0940463,-3.18188,3.28557,0.063547,-3.28784,0.117009,0.0391446,0.0391446,178,181,-10,0,0,-6.9382,-6.9382,0,0,0,0
3.28557,0.063547,-3.28784,3.36949,-0.00180865,-3.51489,0.250733,0.0390608,0.0390608,180,182,-10,0,0,-6.92335,-6.92335,0,0,0,0
3.36949,-0.00180865,-3.51489,3.55859,-0.193248,-3.95851,0.518849,0.0335154,0.0335154,181,-10,-10,0,0,-5.94045,-5.94045,0,0,0,0
-0.0114741,1.44803,-1.62744,-0.0696701,1.52916,-1.70275,0.125062,0.0888853,0.0888853,49,184,-10,0,0,-15.7545,-15.7545,0,0,0,0
-0.0696701,1.52916,-1.70275,-0.151145,1.64275,-1.80818,0.175086,0.0887388,0.0887388,183,185,-10,0,0,-15.7285,-15.7285,0,0,0,0
-0.151145,1.64275,-1.80818,-0.236693,1.76201,-1.91889,0.183841,0.0886331,0.0886331,184,186,-10,0,0,-15.7098,-15.7098,0,0,0,0
-0.236693,1.76201,-1.91889,-0.273356,1.81312,-1.96633,0.0787888,0.0886207,0.0886207,185,187,-10,0,0,-15.7076,-15.7076,0,0,0,0
-0.273356,1.81312,-1.96633,-0.36065,1.93482,-2.07929,0.187592,0.0886109,0.0886109,186,188,189,0,0,-15.7059,-15.7059,0,0,0,0
-0.36065,1.93482,-2.07929,-0.60638,2.09638,-2.31475,0.37673,0.0789942,0.0789942,187,190,191,0,0,-14.0014,-14.0014,0,0,0,0
-0.36065,1.93482,-2.07929,-0.211229,2.09394,-2.12796,0.223637,0.0587552,0.0587552,187,272,-10,0,0,-10.4141,-10.4141,0,0,0,0
-0.60638,2.09638,-2.31475,-0.632071,2.15333,-2.34507,0.0694491,0.0696396,0.0696396,188,192,-10,0,0,-12.3433,-12.3433,0,0,0,0
-0.60638,2.09638,-2.31475,-0.937195,1.94422,-2.49195,0.404958,0.0537401,0.0537401,188,245,-10,0,0,-9.52518,-9.52518,0,0,0,0
-0.632071,2.15333,-2.34507,-0.670609,2.23877,-2.39055,0.104174,0.0695851,0.0695851,190,193,194,0,0,-12.3336,-12.3336,0,0,0,0
-0.670609,2.23877,-2.39055,-0.6963,2.29572,-2.42087,0.0694491,0.0669835,0.0669835,192,195,-10,0,0,-11.8725,-11.8725,0,0,0,0
-0.670609,2.23877,-2.39055,-0.963061,2.39372,-2.16685,0.399475,0.0331398,0.0331398,192,237,-10,0,0,-5.87388,-5.87388,0,0,0,0
-0.6963,2.29572,-2.42087,-0.799066,2.52354,-2.54214,0.277797,0.0669653,0.0669653,193,196,-10,0,0,-11.8693,-11.8693,0,0,0,0
-0.799066,2.52354,-2.54214,-0.811912,2.55202,-2.5573,0.0347246,0.0657526,0.0657526,195,197,-10,0,0,-11.6543,-11.6543,0,0,0,0
-0.811912,2.55202,-2.5573,-0.927524,2.80832,-2.69374,0.312521,0.0657063,0.0657063,196,198,-10,0,0,-11.6461,-11.6461,0,0,0,0
-0.927524,2.80832,-2.69374,-1.00897,2.96209,-2.86711,0.245633,0.0637067,0.0637067,197,199,-10,0,0,-11.2917,-11.2917,0,0,0,0
-1.00897,2.96209,-2.86711,-1.02933,3.00053,-2.91045,0.0614082,0.0636593,0.0636593,198,200,201,0,0,-11.2833,-11.2833,0,0,0,0
-1.02933,3.00053,-2.91045,-0.918579,3.17471,-3.06451,0.257558,0.0388407,0.0388407,199,202,-10,0,0,-6.88433,-6.88433,0,0,0,0
-1.02933,3.00053,-2.91045,-1.24158,3.04767,-2.97556,0.226956,0.0584203,0.0584203,199,209,-10,0,0,-10.3547,-10.3547,0,0,0,0
-0.918579,3.17471,-3.06451,-0.807826,3.34888,-3.21856,0.257558,0.038786,0.038786,200,203,-10,0,0,-6.87464,-6.87464,0,0,0,0
-0.807826,3.34888,-3.21856,-0.784352,3.37167,-3.24125,0.0398111,0.0357364,0.0357364,202,204,-10,0,0,-6.33411,-6.33411,0,0,0,0
-0.784352,3.37167,-3.24125,-0.657591,3.4947,-3.36377,0.21498,0.0356165,0.0356165,203,205,-10,0,0,-6.31286,-6.31286,0,0,0,0
-0.657591,3.4947,-3.36377,-0.573083,3.57672,-3.44544,0.14332,0.0355619,0.0355619,204,206,-10,0,0,-6.30318,-6.30318,0,0,0,0
-0.573083,3.57672,-3.44544,-0.547001,3.60204,-3.47065,0.0442345,0.035327,0.035327,205,207,-10,0,0,-6.26155,-6.26155,0,0,0,0
-0.547001,3.60204,-3.47065,-0.468894,3.71792,-3.55844,0.165034,0.0346358,0.0346358,206,208,-10,0,0,-6.13904,-6.13904,0,0,0,0
-0.468894,3.71792,-3.55844,-0.439343,3.75274,-3.59386,0.0577892,0.0325878,0.0325878,207,-10,-10,0,0,-5.77604,-5.77604,0,0,0,0
-1.24158,3.04767,-2.97556,-1.26516,3.05291,-2.9828,0.0252174,0.0583988,0.0583988,201,210,-10,0,0,-10.3509,-10.3509,0,0,0,0
-1.26516,3.05291,-2.9828,-1.44203,3.09219,-3.03706,0.18913,0.0583769,0.0583769,209,211,-10,0,0,-10.347,-10.347,0,0,0,0
-1.44203,3.09219,-3.03706,-1.6189,3.13148,-3.09132,0.18913,0.0583416,0.0583416,210,212,-10,0,0,-10.3408,-10.3408,0,0,0,0
-1.6189,3.13148,-3.09132,-1.68441,3.14603,-3.11141,0.0700483,0.0580735,0.0580735,211,213,214,0,0,-10.2933,-10.2933,0,0,0,0
-1.68441,3.14603,-3.11141,-1.75833,3.14161,-3.1512,0.0840656,0.0504379,0.0504379,212,215,-10,0,0,-8.93989,-8.93989,0,0,0,0
-1.68441,3.14603,-3.11141,-1.89661,3.36239,-2.98372,0.328862,0.0407246,0.0407246,212,231,-10,0,0,-7.21825,-7.21825,0,0,0,0
-1.75833,3.14161,-3.1512,-2.19588,3.1186,-3.38597,0.497083,0.0488472,0.0488472,213,216,-10,0,0,-8.65794,-8.65794,0,0,0,0
-2.19588,3.1186,-3.38597,-2.30526,3.11285,-3.44466,0.124271,0.0488128,0.0488128,215,217,-10,0,0,-8.65184,-8.65184,0,0,0,0
-2.30526,3.11285,-3.44466,-2.36603,3.10966,-3.47726,0.0690393,0.0486299,0.0486299,216,218,-10,0,0,-8.61943,-8.61943,0,0,0,0
-2.36603,3.10966,-3.47726,-2.38332,3.10731,-3.48686,0.0199075,0.04853,0.04853,217,219,-10,0,0,-8.60172,-8.60172,0,0,0,0
-2.38332,3.10731,-3.48686,-2.42365,3.10185,-3.50925,0.0464509,0.0478852,0.0478852,218,220,221,0,0,-8.48743,-8.48743,0,0,0,0
-2.42365,3.10185,-3.50925,-2.81308,3.16202,-3.83358,0.510367,0.0382076,0.0382076,219,222,-10,0,0,-6.77212,-6.77212,0,0,0,0
-2.42365,3.10185,-3.50925,-2.53054,3.06907,-3.46163,0.12152,0.0378033,0.0378033,219,225,-10,0,0,-6.70046,-6.70046,0,0,0,0
-2.81308,3.16202,-3.83358,-2.91919,3.19016,-3.89999,0.128294,0.037484,0.037484,220,223,-10,0,0,-6.64387,-6.64387,0,0,0,0
-2.91919,3.19016,-3.89999,-2.94394,3.19673,-3.91548,0.0299353,0.0372229,0.0372229,222,224,-10,0,0,-6.59759,-6.59759,0,0,0,0
-2.94394,3.19673,-3.91548,-3.16676,3.25582,-4.05493,0.269418,0.0371517,0.0371517,223,-10,-10,0,0,-6.58497,-6.58497,0,0,0,0
-2.53054,3.06907,-3.46163,-2.74432,3.00353,-3.3664,0.243041,0.0377536,0.0377536,221,226,-10,0,0,-6.69165,-6.69165,0,0,0,0
-2.74432,3.00353,-3.3664,-2.95811,2.93798,-3.27117,0.243041,0.0376755,0.0376755,225,227,-10,0,0,-6.67781,-6.67781,0,0,0,0
-2.95811,2.93798,-3.27117,-3.01494,2.93307,-3.26484,0.0573941,0.0367416,0.0367416,226,228,-10,0,0,-6.51228,-6.51228,0,0,0,0
-3.01494,2.93307,-3.26484,-3.05283,2.9298,-3.26061,0.0382627,0.0366127,0.0366127,227,229,-10,0,0,-6.48943,-6.48943,0,0,0,0
-3.05283,2.9298,-3.26061,-3.06335,2.92889,-3.25944,0.0106285,0.0359778,0.0359778,228,230,-10,0,0,-6.3769,-6.3769,0,0,0,0
-3.06335,2.92889,-3.25944,-3.30538,2.95134,-3.0829,0.300413,0.0359159,0.0359159,229,-10,-10,0,0,-6.36593,-6.36593,0,0,0,0
-1.89661,3.36239,-2.98372,-1.92018,3.38644,-2.96953,0.0365402,0.0406679,0.0406679,214,232,-10,0,0,-7.2082,-7.2082,0,0,0,0
-1.92018,3.38644,-2.96953,-2.18616,3.70126,-2.87485,0.422873,0.0400975,0.0400975,231,233,-10,0,0,-7.1071,-7.1071,0,0,0,0
-2.18616,3.70126,-2.87485,-2.2187,3.72208,-2.86717,0.0393844,0.039143,0.039143,232,234,-10,0,0,-6.93792,-6.93792,0,0,0,0
-2.2187,3.72208,-2.86717,-2.29044,3.79738,-2.77438,0.139383,0.0350548,0.0350548,233,235,-10,0,0,-6.2133,-6.2133,0,0,0,0
-2.29044,3.79738,-2.77438,-2.45785,3.97309,-2.55788,0.325227,0.0349828,0.0349828,234,236,-10,0,0,-6.20054,-6.20054,0,0,0,0
-2.45785,3.97309,-2.55788,-2.57354,4.13381,-2.37557,0.269165,0.0346346,0.0346346,235,-10,-10,0,0,-6.13882,-6.13882,0,0,0,0
-0.963061,2.39372,-2.16685,-1.08004,2.45571,-2.07737,0.15979,0.0330585,0.0330585,194,238,-10,0,0,-5.85947,-5.85947,0,0,0,0
-1.08004,2.45571,-2.07737,-1.15803,2.49703,-2.01772,0.106527,0.0329744,0.0329744,237,239,-10,0,0,-5.84456,-5.84456,0,0,0,0
-1.15803,2.49703,-2.01772,-1.25843,2.54392,-1.96026,0.124827,0.0325361,0.0325361,238,240,-10,0,0,-5.76687,-5.76687,0,0,0,0
-1.25843,2.54392,-1.96026,-1.35883,2.59082,-1.9028,0.124827,0.0323734,0.0323734,239,241,-10,0,0,-5.73804,-5.73804,0,0,0,0
-1.35883,2.59082,-1.9028,-1.60753,2.73479,-1.71158,0.345172,0.0321638,0.0321638,240,242,-10,0,0,-5.70089,-5.70089,0,0,0,0
-1.60753,2.73479,-1.71158,-1.61273,2.73597,-1.70671,0.00722343,0.0319538,0.0319538,241,243,-10,0,0,-5.66366,-5.66366,0,0,0,0
-1.61273,2.73597,-1.70671,-1.65957,2.74653,-1.66288,0.0650108,0.0318285,0.0318285,242,244,-10,0,0,-5.64145,-5.64145,0,0,0,0
-1.65957,2.74653,-1.66288,-1.86775,2.79348,-1.46809,0.288937,0.0314631,0.0314631,243,-10,-10,0,0,-5.57669,-5.57669,0,0,0,0
-0.937195,1.94422,-2.49195,-0.959425,1.934,-2.50386,0.0272131,0.0534819,0.0534819,191,246,-10,0,0,-9.47942,-9.47942,0,0,0,0
-0.959425,1.934,-2.50386,-0.992772,1.91866,-2.52172,0.0408197,0.0534579,0.0534579,245,247,-10,0,0,-9.47517,-9.47517,0,0,0,0
-0.992772,1.91866,-2.52172,-1.21508,1.81641,-2.6408,0.272131,0.0532768,0.0532768,246,248,-10,0,0,-9.44307,-9.44307,0,0,0,0
-1.21508,1.81641,-2.6408,-1.22699,1.81093,-2.64718,0.0145785,0.0532473,0.0532473,247,249,-10,0,0,-9.43784,-9.43784,0,0,0,0
-1.22699,1.81093,-2.64718,-1.33417,1.76163,-2.70459,0.131206,0.053144,0.053144,248,250,-10,0,0,-9.41953,-9.41953,0,0,0,0
-1.33417,1.76163,-2.70459,-1.43342,1.71598,-2.75775,0.121487,0.0530338,0.0530338,249,251,-10,0,0,-9.4,-9.4,0,0,0,0
-1.43342,1.71598,-2.75775,-1.48114,1.68918,-2.77907,0.0587365,0.0522133,0.0522133,250,252,-10,0,0,-9.25457,-9.25457,0,0,0,0
-1.48114,1.68918,-2.77907,-1.56703,1.64094,-2.81745,0.105726,0.0515581,0.0515581,251,253,-10,0,0,-9.13844,-9.13844,0,0,0,0
-1.56703,1.64094,-2.81745,-1.91062,1.44798,-2.97095,0.422903,0.0514861,0.0514861,252,254,255,0,0,-9.12567,-9.12567,0,0,0,0
-1.91062,1.44798,-2.97095,-1.95229,1.37675,-3.02796,0.100303,0.045879,0.045879,253,256,-10,0,0,-8.13184,-8.13184,0,0,0,0
-1.91062,1.44798,-2.97095,-1.929,1.44198,-2.96496,0.0202461,0.0341739,0.0341739,253,267,-10,0,0,-6.05717,-6.05717,0,0,0,0
-1.95229,1.37675,-3.02796,-1.96896,1.34825,-3.05076,0.0401213,0.0456393,0.0456393,254,257,-10,0,0,-8.08936,-8.08936,0,0,0,0
-1.96896,1.34825,-3.05076,-2.03563,1.23428,-3.14197,0.160485,0.0455903,0.0455903,256,258,-10,0,0,-8.08067,-8.08067,0,0,0,0
-2.03563,1.23428,-3.14197,-2.11897,1.09181,-3.25599,0.200607,0.0454349,0.0454349,257,259,-10,0,0,-8.05313,-8.05313,0,0,0,0
-2.11897,1.09181,-3.25599,-2.18476,1.07243,-3.33364,0.103601,0.043408,0.043408,258,260,-10,0,0,-7.69387,-7.69387,0,0,0,0
-2.18476,1.07243,-3.33364,-2.28345,1.04335,-3.4501,0.155401,0.0427843,0.0427843,259,261,-10,0,0,-7.58332,-7.58332,0,0,0,0
-2.28345,1.04335,-3.4501,-2.34547,1.00116,-3.48998,0.084951,0.0412963,0.0412963,260,262,-10,0,0,-7.31958,-7.31958,0,0,0,0
-2.34547,1.00116,-3.48998,-2.64276,1.00095,-3.62013,0.324527,0.0377632,0.0377632,261,263,-10,0,0,-6.69335,-6.69335,0,0,0,0
-2.64276,1.00095,-3.62013,-2.83992,0.955639,-3.71084,0.22171,0.0357777,0.0357777,262,264,-10,0,0,-6.34143,-6.34143,0,0,0,0
-2.83992,0.955639,-3.71084,-2.86183,0.950604,-3.72092,0.0246345,0.0357049,0.0357049,263,265,-10,0,0,-6.32853,-6.32853,0,0,0,0
-2.86183,0.950604,-3.72092,-3.05899,0.905294,-3.81163,0.22171,0.0353354,0.0353354,264,266,-10,0,0,-6.26304,-6.26304,0,0,0,0
-3.05899,0.905294,-3.81163,-3.19044,0.875087,-3.87211,0.147807,0.0350963,0.0350963,265,-10,-10,0,0,-6.22066,-6.22066,0,0,0,0
-1.929,1.44198,-2.96496,-2.09449,1.38797,-2.91111,0.182214,0.0341158,0.0341158,255,268,-10,0,0,-6.04687,-6.04687,0,0,0,0
-2.09449,1.38797,-2.91111,-2.25997,1.33397,-2.85725,0.182214,0.0332172,0.0332172,267,269,-10,0,0,-5.8876,-5.8876,0,0,0,0
-2.25997,1.33397,-2.85725,-2.3703,1.29797,-2.82135,0.121476,0.0331211,0.0331211,268,270,-10,0,0,-5.87056,-5.87056,0,0,0,0
-2.3703,1.29797,-2.82135,-2.4719,1.26825,-2.80652,0.106895,0.0316663,0.0316663,269,271,-10,0,0,-5.61271,-5.61271,0,0,0,0
-2.4719,1.26825,-2.80652,-2.69132,1.29548,-2.75611,0.226773,0.0315767,0.0315767,270,-10,-10,0,0,-5.59682,-5.59682,0,0,0,0
-0.211229,2.09394,-2.12796,-0.15146,2.15758,-2.14743,0.0894547,0.058164,0.058164,189,273,-10,0,0,-10.3093,-10.3093,0,0,0,0
-0.15146,2.15758,-2.14743,-0.0546349,2.26069,-2.17897,0.144917,0.0576494,0.0576494,272,274,-10,0,0,-10.2181,-10.2181,0,0,0,0
-0.0546349,2.26069,-2.17897,0.171291,2.50127,-2.25257,0.338139,0.057629,0.057629,273,275,-10,0,0,-10.2145,-10.2145,0,0,0,0
0.171291,2.50127,-2.25257,0.235841,2.57001,-2.27359,0.096611,0.0572244,0.0572244,274,276,-10,0,0,-10.1428,-10.1428,0,0,0,0
0.235841,2.57001,-2.27359,0.386458,2.7304,-2.32265,0.225426,0.0571912,0.0571912,275,277,-10,0,0,-10.1369,-10.1369,0,0,0,0
0.386458,2.7304,-2.32265,0.418104,2.76618,-2.33612,0.0496285,0.0569982,0.0569982,276,278,-10,0,0,-10.1027,-10.1027,0,0,0,0
0.418104,2.76618,-2.33612,0.544687,2.9093,-2.38997,0.198514,0.0568529,0.0568529,277,279,-10,0,0,-10.0769,-10.0769,0,0,0,0
0.544687,2.9093,-2.38997,0.631046,3.007,-2.40567,0.13134,0.0541738,0.0541738,278,280,-10,0,0,-9.60206,-9.60206,0,0,0,0
0.631046,3.007,-2.40567,0.654201,3.02949,-2.41262,0.0330158,0.0541249,0.0541249,279,281,-10,0,0,-9.59339,-9.59339,0,0,0,0
0.654201,3.02949,-2.41262,0.841761,3.21164,-2.46885,0.267428,0.0540948,0.0540948,280,282,-10,0,0,-9.58805,-9.58805,0,0,0,0
0.841761,3.21164,-2.46885,0.862601,3.23188,-2.4751,0.0297143,0.0537455,0.0537455,281,283,-10,0,0,-9.52614,-9.52614,0,0,0,0
0.862601,3.23188,-2.4751,1.32673,3.46506,-2.68166,0.558982,0.0517439,0.0517439,282,284,285,0,0,-9.17137,-9.17137,0,0,0,0
1.32673,3.46506,-2.68166,1.55002,3.42689,-2.77223,0.243964,0.0460997,0.0460997,283,286,-10,0,0,-8.17096,-8.17096,0,0,0,0
1.32673,3.46506,-2.68166,1.38581,3.56226,-2.70841,0.116847,0.0343612,0.0343612,283,304,-10,0,0,-6.09036,-6.09036,0,0,0,0
1.55002,3.42689,-2.77223,1.64572,3.41053,-2.81105,0.104556,0.0459539,0.0459539,284,287,-10,0,0,-8.14512,-8.14512,0,0,0,0
1.64572,3.41053,-2.81105,1.72546,3.3969,-2.8434,0.08713,0.0459073,0.0459073,286,288,-10,0,0,-8.13686,-8.13686,0,0,0,0
1.72546,3.3969,-2.8434,1.73565,3.3982,-2.85285,0.0139581,0.0451438,0.0451438,287,289,-10,0,0,-8.00153,-8.00153,0,0,0,0
1.73565,3.3982,-2.85285,1.82731,3.4099,-2.93796,0.125623,0.0451112,0.0451112,288,290,-10,0,0,-7.99575,-7.99575,0,0,0,0
1.82731,3.4099,-2.93796,1.83862,3.41134,-2.94846,0.015509,0.0446601,0.0446601,289,291,-10,0,0,-7.9158,-7.9158,0,0,0,0
1.83862,3.41134,-2.94846,2.11542,3.41762,-3.05188,0.295558,0.0446166,0.0446166,290,292,-10,0,0,-7.90809,-7.90809,0,0,0,0
2.11542,3.41762,-3.05188,2.17166,3.41559,-3.09667,0.0719212,0.0435232,0.0435232,291,293,-10,0,0,-7.71429,-7.71429,0,0,0,0
2.17166,3.41559,-3.09667,2.37412,3.40829,-3.2579,0.258916,0.0434159,0.0434159,292,294,-10,0,0,-7.69527,-7.69527,0,0,0,0
2.37412,3.40829,-3.2579,2.39662,3.40748,-3.27581,0.0287685,0.0433166,0.0433166,293,295,-10,0,0,-7.67767,-7.67767,0,0,0,0
2.39662,3.40748,-3.27581,2.47007,3.39745,-3.31101,0.0820623,0.043117,0.043117,294,296,-10,0,0,-7.64229,-7.64229,0,0,0,0
2.47007,3.39745,-3.31101,2.58024,3.38241,-3.36381,0.123093,0.0427114,0.0427114,295,297,-10,0,0,-7.5704,-7.5704,0,0,0,0
2.58024,3.38241,-3.36381,2.77037,3.4327,-3.56339,0.280199,0.0407187,0.0407187,296,298,-10,0,0,-7.2172,-7.2172,0,0,0,0
2.77037,3.4327,-3.56339,2.80991,3.42962,-3.6053,0.0576974,0.0406136,0.0406136,297,299,-10,0,0,-7.19857,-7.19857,0,0,0,0
2.80991,3.42962,-3.6053,3.03319,3.45349,-3.70934,0.247485,0.0377362,0.0377362,298,300,-10,0,0,-6.68857,-6.68857,0,0,0,0
3.03319,3.45349,-3.70934,3.11931,3.4627,-3.74947,0.0954584,0.0374265,0.0374265,299,301,-10,0,0,-6.63367,-6.63367,0,0,0,0
3.11931,3.4627,-3.74947,3.12888,3.46372,-3.75392,0.0106065,0.0373688,0.0373688,300,302,-10,0,0,-6.62345,-6.62345,0,0,0,0
3.12888,3.46372,-3.75392,3.16432,3.46751,-3.77044,0.0392833,0.0368276,0.0368276,301,303,-10,0,0,-6.52752,-6.52752,0,0,0,0
3.16432,3.46751,-3.77044,3.35251,3.45058,-3.88651,0.221752,0.035883,0.035883,302,-10,-10,0,0,-6.3601,-6.3601,0,0,0,0
1.38581,3.56226,-2.70841,1.41889,3.61669,-2.7234,0.0654343,0.033775,0.033775,285,305,-10,0,0,-5.98646,-5.98646,0,0,0,0
1.41889,3.61669,-2.7234,1.55122,3.83441,-2.78333,0.261737,0.0335904,0.0335904,304,306,-10,0,0,-5.95374,-5.95374,0,0,0,0
1.55122,3.83441,-2.78333,1.62211,3.95105,-2.81544,0.140216,0.0334945,0.0334945,305,307,-10,0,0,-5.93675,-5.93675,0,0,0,0
1.62211,3.95105,-2.81544,1.656,3.99387,-2.82997,0.0565067,0.0325579,0.0325579,306,-10,-10,0,0,-5.77074,-5.77074,0,0,0,0
-0.245722,0.985209,-0.6428,-0.439992,0.979253,-0.673284,0.196738,0.0316191,0.0316191,44,309,-10,0,0,-5.60434,-5.60434,0,0,0,0
-0.439992,0.979253,-0.673284,-0.662016,0.972447,-0.708122,0.224843,0.0313318,0.0313318,308,310,-10,0,0,-5.55342,-5.55342,0,0,0,0
-0.662016,0.972447,-0.708122,-0.717522,0.970745,-0.716832,0.0562108,0.0311517,0.0311517,309,311,-10,0,0,-5.5215,-5.5215,0,0,0,0
-0.717522,0.970745,-0.716832,-0.89967,0.951688,-0.742668,0.184956,0.0307459,0.0307459,310,312,-10,0,0,-5.44957,-5.44957,0,0,0,0
-0.89967,0.951688,-0.742668,-0.919909,0.949571,-0.745539,0.0205507,0.0306171,0.0306171,311,313,-10,0,0,-5.42674,-5.42674,0,0,0,0
-0.919909,0.949571,-0.745539,-0.949251,0.939502,-0.749415,0.0312627,0.0293919,0.0293919,312,314,-10,0,0,-5.20958,-5.20958,0,0,0,0
-0.949251,0.939502,-0.749415,-1.21333,0.848886,-0.784301,0.281365,0.0291772,0.0291772,313,-10,-10,0,0,-5.17152,-5.17152,0,0,0,0
0.354873,0.831844,0.214709,0.46584,0.973292,0.0645746,0.234225,0.0335075,0.0335075,38,317,-10,0,0,-5.93905,-5.93905,0,0,0,0
0.354873,0.831844,0.214709,0.535799,0.559182,0.0633022,0.36056,0.0627688,0.0627688,38,321,-10,0,0,-11.1255,-11.1255,0,0,0,0
0.46584,0.973292,0.0645746,0.513398,1.03391,0.000231332,0.100382,0.0331978,0.0331978,315,318,-10,0,0,-5.88416,-5.88416,0,0,0,0
0.513398,1.03391,0.000231332,0.599001,1.14303,-0.115586,0.180688,0.0330616,0.0330616,317,319,-10,0,0,-5.86002,-5.86002,0,0,0,0
0.599001,1.14303,-0.115586,0.65607,1.21577,-0.192798,0.120459,0.0330018,0.0330018,318,320,-10,0,0,-5.84942,-5.84942,0,0,0,0
0.65607,1.21577,-0.192798,0.751185,1.33701,-0.321485,0.200764,0.0318889,0.0318889,319,-10,-10,0,0,-5.65216,-5.65216,0,0,0,0
0.535799,0.559182,0.0633022,0.581031,0.491016,0.0254506,0.0901399,0.0627494,0.0627494,316,322,-10,0,0,-11.122,-11.122,0,0,0,0
0.581031,0.491016,0.0254506,0.60616,0.453146,0.00442187,0.0500777,0.0627315,0.0627315,321,323,-10,0,0,-11.1189,-11.1189,0,0,0,0
0.60616,0.453146,0.00442187,0.634081,0.411069,-0.0189433,0.0556419,0.0627124,0.0627124,322,324,325,0,0,-11.1155,-11.1155,0,0,0,0
0.634081,0.411069,-0.0189433,0.595617,0.239755,-0.0930952,0.190595,0.0514403,0.0514403,323,326,-10,0,0,-9.11756,-9.11756,0,0,0,0
0.634081,0.411069,-0.0189433,1.12568,0.171395,-0.126581,0.557403,0.0479898,0.0479898,323,353,-10,0,0,-8.50597,-8.50597,0,0,0,0
0.595617,0.239755,-0.0930952,0.505869,-0.159977,-0.266116,0.444721,0.051416,0.051416,324,327,-10,0,0,-9.11325,-9.11325,0,0,0,0
0.505869,-0.159977,-0.266116,0.503226,-0.22829,-0.279241,0.0696128,0.0511618,0.0511618,326,328,-10,0,0,-9.06819,-9.06819,0,0,0,0
0.503226,-0.22829,-0.279241,0.502565,-0.245368,-0.282522,0.0174032,0.0510974,0.0510974,327,329,-10,0,0,-9.05678,-9.05678,0,0,0,0
0.502565,-0.245368,-0.282522,0.48935,-0.586934,-0.348147,0.348064,0.0510592,0.0510592,328,330,-10,0,0,-9.05001,-9.05001,0,0,0,0
0.48935,-0.586934,-0.348147,0.464264,-0.714395,-0.403828,0.141337,0.0504595,0.0504595,329,331,-10,0,0,-8.94371,-8.94371,0,0,0,0
0.464264,-0.714395,-0.403828,0.461476,-0.728558,-0.410014,0.0157041,0.0485786,0.0485786,330,332,333,0,0,-8.61033,-8.61033,0,0,0,0
0.461476,-0.728558,-0.410014,0.381553,-0.983386,-0.376984,0.269103,0.0420216,0.0420216,331,334,-10,0,0,-7.44813,-7.44813,0,0,0,0
0.461476,-0.728558,-0.410014,0.642642,-0.891767,-0.724896,0.398257,0.0343238,0.0343238,331,345,-10,0,0,-6.08374,-6.08374,0,0,0,0
0.381553,-0.983386,-0.376984,0.357312,-1.21601,-0.50066,0.264572,0.0409814,0.0409814,332,335,-10,0,0,-7.26376,-7.26376,0,0,0,0
0.357312,-1.21601,-0.50066,0.354619,-1.24186,-0.514402,0.0293969,0.0409381,0.0409381,334,336,-10,0,0,-7.25609,-7.25609,0,0,0,0
0.354619,-1.24186,-0.514402,0.206018,-1.56843,-0.668788,0.390594,0.0408666,0.0408666,335,337,-10,0,0,-7.24342,-7.24342,0,0,0,0
0.206018,-1.56843,-0.668788,0.201549,-1.57403,-0.67282,0.00822475,0.0407664,0.0407664,336,338,-10,0,0,-7.22566,-7.22566,0,0,0,0
0.201549,-1.57403,-0.67282,0.161327,-1.62448,-0.709112,0.0740228,0.0407195,0.0407195,337,339,-10,0,0,-7.21734,-7.21734,0,0,0,0
