-0.0379552 6.32814 20.9243 8495.88 33 0.00456621 -0.999555 1 5470 0.202417
0.174665 6.40512 19.6368 5137.62 37 0.00456621 -0.711391 0.711626 2837 0.213997
1.45039 6.867 11.9121 6189.31 49 0.00456621 -0.711143 0.711345 6422 0.205953
1.76932 6.98247 9.9809 6737.31 53 0.00456621 -0.492617 0.493092 6422 0.210099
2.4088 8.95257 -2.1965 4626.53 67 0.00456621 -0.49232 0.492576 2857 0.183608
2.65402 8.84625 -18.4281 8537.53 85 0.00456621 -0.491638 0.492307 5761 0.240484
2.049 0.475991 -31.9447 4265.39 107 0.00456621 -0.49103 0.491584 4093 0.580665
2.53871 1.16407 -34.8252 5495.34 117 0.00456621 -0.49019 0.491001 4218 0.72271
2.53871 1.16407 -34.8252 2950.38 117 0.00456621 -0.489918 0.490121 4218 0.72271
5.87931 -31.8968 -39.0504 3035.09 365 0.00456621 -0.360349 0.360437 3920 0.573203
4.84624 -38.3102 -39.6131 3188.21 375 0.00456621 -0.360249 0.360335 3920 0.783077
4.84624 -38.3102 -39.6131 5077.53 375 0.00456621 -0.360156 0.36024 3920 0.783077
7.28493 -29.4397 -33.0033 3730.52 633 0.00456621 -0.356179 0.360137 6103 0.893028
10.9217 -19.3778 -38.4728 4979.82 797 0.00456621 -0.356012 0.356102 4175 0.51656
17.073 -20.6782 -40.1364 2752.97 809 0.00456621 -0.351504 0.355988 4066 0.557463
22.4608 -23.8147 -42.7445 5179.34 831 0.00456621 -0.35104 0.351498 4083 0.300761
-2.50237 -12.5747 -33.7581 5749.29 1057 0.00456621 -0.35037 0.351004 5868 0.470715
-6.97985 -16.9415 -37.2063 4121.26 1065 0.00456621 -0.350126 0.350301 3091 0.512877
-8.1284 -18.2778 -38.0295 2939.56 1071 0.00456621 -0.350013 0.350119 4197 0.452161
-10.2093 -20.3871 -39.6093 3920.67 1075 0.00456621 -0.349632 0.349972 6619 0.446608
-12.5595 -21.9777 -40.5797 4102.5 1079 0.00456621 -0.345408 0.349622 4052 0.543056
-17.9105 -25.7325 -42.9675 3027.85 1085 0.00456621 -0.345283 0.345393 6619 0.629349
-19.3032 -31.9173 -44.4211 4679.28 1149 0.00456621 -0.340981 0.345247 4009 0.578538
-19.3032 -31.9173 -44.4211 1582.55 1149 0.00456621 -0.340183 0.340972 4009 0.578538
20.6185 7.00267 -24.0118 7644.06 1704 0.00456621 -0.339996 0.340119 5746 0.361063
37.72 16.5748 -28.5965 3969.57 1747 0.00456621 -0.33986 0.339958 4981 0.632749
40.8829 17.2208 -32.41 5540.97 1789 0.00456621 -0.279415 0.280048 4843 0.523758
36.1126 11.2684 -22.1066 3038.17 1937 0.00456621 -0.279215 0.279404 5055 0.808654
36.1126 11.2684 -22.1066 3080.11 1937 0.00456621 -0.276488 0.279113 5055 0.808654
23.83 10.6727 -29.5265 3212.27 1728 0.00456621 -0.276391 0.276476 3154 0.740727
23.83 10.6727 -29.5265 5478.95 1728 0.00456621 -0.268244 0.268648 3154 0.740727
29.5749 2.39981 -29.6861 6745.37 2191 0.00456621 -0.267496 0.26815 6129 0.580506
33.4907 0.30879 -31.6269 5629.48 2199 0.00456621 -0.267387 0.267485 6751 0.412636
33.6949 -0.0180865 -35.1489 3890.65 2299 0.00456621 -0.137586 0.137982 4944 0.716806
35.5859 -1.93248 -39.5851 5653.95 2301 0.00456621 -0.137473 0.137547 6751 0.931948
12.1639 7.48066 -24.0408 6499.87 1692 0.00456621 -0.134714 0.137455 6882 0.385202
-7.99066 25.2354 -25.4214 7590.09 2859 0.00456621 -0.134045 0.134643 5906 0.376453
-9.27524 28.0832 -26.9374 5433.09 2863 0.00456621 -0.0783771 0.0785732 5906 0.445717
-8.07826 33.4888 -32.1856 4183.4 2871 0.00456621 -0.0779859 0.0783267 5455 0.601678
-4.39343 37.5274 -35.9386 5048.81 2883 0.00456621 -0.0778535 0.0779354 4072 0.726999
-4.39343 37.5274 -35.9386 3020.51 2883 0.00456621 -0.0774768 0.0778414 4072 0.726999
-17.5833 31.4161 -31.512 5514.81 3095 0.00456621 -0.0773549 0.0774485 4021 0.450881
-31.6676 32.5582 -40.5493 4762.65 3113 0.00456621 -0.0759774 0.0773488 3950 0.76951
-31.6676 32.5582 -40.5493 4159.29 3113 0.00456621 -0.0101782 0.0103489 3950 0.76951
-33.0538 29.5134 -30.829 4417.39 3292 0.00456621 -0.00803748 0.0101147 5851 0.80422
-33.0538 29.5134 -30.829 3591.86 3292 0.00456621 -0.00789404 0.00799517 5851 0.80422
-22.187 37.2208 -28.6717 4300.66 3517 0.00456621 -0.00781766 0.00787968 4354 0.655565
-25.7354 41.3381 -23.7557 2876.03 3523 0.00456621 -0.00764526 0.00779756 4355 0.928612
-25.7354 41.3381 -23.7557 4924.15 3523 0.00456621 -0.0075656 0.00763186 4355 0.928612
-18.6775 27.9348 -14.6809 2826.63 3935 0.00456621 -0.00283633 0.00755329 5911 0.867426
