0 0 50 -0.130632 0.108199 49.6206 0.415602 1.7 1.7 1.7 -10 1 -10 1 10000 0 1
-0.130632 0.108199 49.6206 -0.261265 0.216397 49.2412 0.415602 1.7 1.69987 1.69987 0 2 3 1 9996 0 0.999546
-0.261265 0.216397 49.2412 -0.870882 0.721324 47.4706 1.93948 1.69987 1.6863 1.6863 1 4 5 1 9725 0 0.971805
-0.261265 0.216397 49.2412 0.316055 2.65363 49.1336 2.50698 1.69987 0.488712 0.488712 1 959 -10 1 271 0 0.0277315
-0.870882 0.721324 47.4706 -1.21924 1.00985 46.4588 1.10827 1.6863 1.65981 1.65981 2 6 7 1 9219 0 0.922416
-0.870882 0.721324 47.4706 -2.59734 0.223634 46.7528 1.93483 1.6863 0.6059 0.6059 2 927 -10 1 506 0 0.0493449
-1.21924 1.00985 46.4588 -1.84627 1.52921 44.6376 1.99489 1.65981 1.52984 1.52984 4 8 -10 1 7134 0 0.711626
-1.21924 1.00985 46.4588 2.46708 -2.59107 42.9581 6.2298 1.65981 0.997421 0.997421 4 719 -10 1 2085 0 0.210765
-1.84627 1.52921 44.6376 -2.78682 2.30824 41.9059 2.99233 1.52984 1.52977 1.52977 6 9 -10 1 7132 0 0.711345
-2.78682 2.30824 41.9059 -4.35441 3.60662 37.3529 4.98722 1.52977 1.52971 1.52971 8 10 11 1 7130 0 0.711074
-4.35441 3.60662 37.3529 -3.83452 3.96866 35.6611 1.80656 1.52971 1.35844 1.35844 9 12 -10 1 4931 0 0.493092
-4.35441 3.60662 37.3529 -5.8734 4.03864 36.6984 1.70949 1.52971 1.02366 1.02366 9 513 -10 1 2199 0 0.217869
-3.83452 3.96866 35.6611 -3.66468 4.08693 35.1084 0.590143 1.35844 1.35821 1.35821 10 13 -10 1 4927 0 0.492576
-3.66468 4.08693 35.1084 -2.98535 4.55999 32.8978 2.36057 1.35821 1.35806 1.35806 12 14 -10 1 4923 0 0.492307
-2.98535 4.55999 32.8978 -2.62142 4.81342 31.7135 1.26459 1.35806 1.35772 1.35772 13 15 -10 1 4916 0 0.491584
-2.62142 4.81342 31.7135 -1.75493 5.41682 28.8938 3.01093 1.35772 1.35742 1.35742 14 16 -10 1 4910 0 0.491001
-1.75493 5.41682 28.8938 -1.66828 5.47716 28.6118 0.301093 1.35742 1.35699 1.35699 15 17 -10 1 4902 0 0.490121
-1.66828 5.47716 28.6118 -0.888437 6.02022 26.0741 2.70984 1.35699 1.3569 1.3569 16 18 19 1 4900 0 0.489912
-0.888437 6.02022 26.0741 -0.786379 6.05717 25.4561 0.627437 1.3569 1.23364 1.23364 17 20 -10 1 3600 0 0.360437
-0.888437 6.02022 26.0741 0.927034 8.3812 24.466 3.38469 1.3569 0.853097 0.853097 17 373 -10 1 1300 0 0.129413
-0.786379 6.05717 25.4561 -0.718341 6.08181 25.0441 0.418291 1.23364 1.2336 1.2336 18 21 -10 1 3599 0 0.360335
-0.718341 6.08181 25.0441 -0.582264 6.13107 24.2201 0.836583 1.2336 1.23356 1.23356 20 22 -10 1 3598 0 0.36024
-0.582264 6.13107 24.2201 -0.0379552 6.32814 20.9243 3.34633 1.23356 1.23352 1.23352 21 23 -10 1 3597 0 0.360137
-0.0379552 6.32814 20.9243 0.132141 6.38972 19.8943 1.04573 1.23352 1.2301 1.2301 22 24 -10 1 3555 0 0.356102
0.132141 6.38972 19.8943 0.174665 6.40512 19.6368 0.261432 1.2301 1.23006 1.23006 23 25 -10 1 3554 0 0.355988
0.174665 6.40512 19.6368 0.42981 6.4975 18.0919 1.56859 1.23006 1.22603 1.22603 24 26 -10 1 3511 0 0.351498
0.42981 6.4975 18.0919 0.925811 6.67707 15.0885 3.04934 1.22603 1.22571 1.22571 25 27 -10 1 3506 0 0.351004
0.925811 6.67707 15.0885 0.980922 6.69703 14.7548 0.338816 1.22571 1.22524 1.22524 26 28 -10 1 3498 0 0.350301
0.980922 6.69703 14.7548 1.27485 6.80344 12.975 1.80702 1.22524 1.22514 1.22514 27 29 -10 1 3496 0 0.350119
1.27485 6.80344 12.975 1.34833 6.83005 12.5301 0.451755 1.22514 1.22509 1.22509 28 30 -10 1 3495 0 0.349972
1.34833 6.83005 12.5301 1.45039 6.867 11.9121 0.627437 1.22509 1.22488 1.22488 29 31 -10 1 3491 0 0.349622
1.45039 6.867 11.9121 1.70553 6.95937 10.3671 1.56859 1.22488 1.2213 1.2213 30 32 -10 1 3446 0 0.345393
1.70553 6.95937 10.3671 1.76932 6.98247 9.9809 0.392148 1.2213 1.22122 1.22122 31 33 -10 1 3444 0 0.345247
1.76932 6.98247 9.9809 2.22493 7.14742 7.22207 2.80106 1.22122 1.21743 1.21743 32 34 -10 1 3401 0 0.340972
2.22493 7.14742 7.22207 2.4983 7.24639 5.56677 1.68064 1.21743 1.21685 1.21685 33 35 -10 1 3391 0 0.340119
2.4983 7.24639 5.56677 2.56665 7.27114 5.15295 0.420159 1.21685 1.21679 1.21679 34 36 -10 1 3390 0 0.339958
2.56665 7.27114 5.15295 2.90836 7.39485 3.08383 2.10079 1.21679 1.21674 1.21674 35 37 38 1 3389 0 0.33985
2.90836 7.39485 3.08383 2.8634 7.53505 2.6086 0.497513 1.21674 1.14887 1.14887 36 39 -10 1 2800 0 0.280048
2.90836 7.39485 3.08383 3.54873 8.31844 2.14709 1.46307 1.21674 0.658026 0.658026 36 315 316 1 589 0 0.0597544
