0 0 0 0 0 -0.49505 0.49505 1 1 1 -10 1 -10 1 4 1 1 0 
0 0 -0.49505 0 0 -0.990099 0.49505 1 1 1 0 2 -10 1 4 1 1 0 
0 0 -0.990099 0 0 -1.48515 0.49505 1 1 1 1 3 -10 1 4 1 1 0 
0 0 -1.48515 0 0 -1.9802 0.49505 1 1 1 2 4 -10 1 4 1 1 0 
0 0 -1.9802 0 0 -2.47525 0.49505 1 1 1 3 5 -10 1 4 1 1 0 
0 0 -2.47525 0 0 -2.9703 0.49505 1 1 1 4 6 -10 1 4 1 1 0 
0 0 -2.9703 0 0 -3.46535 0.49505 1 1 1 5 7 -10 1 4 1 1 0 
0 0 -3.46535 0 0 -3.9604 0.49505 1 1 1 6 8 -10 1 4 1 1 0 
0 0 -3.9604 0 0 -4.45545 0.49505 1 1 1 7 9 -10 1 4 1 1 0 
0 0 -4.45545 0 0 -4.9505 0.49505 1 1 1 8 10 -10 1 4 1 1 0 
0 0 -4.9505 0 0 -5.44554 0.49505 1 1 1 9 11 -10 1 4 1 1 0 
0 0 -5.44554 0 0 -5.94059 0.49505 1 1 1 10 12 -10 1 4 1 1 0 
0 0 -5.94059 0 0 -6.43564 0.49505 1 1 1 11 13 -10 1 4 1 1 0 
0 0 -6.43564 0 0 -6.93069 0.49505 1 1 1 12 14 -10 1 4 1 1 0 
0 0 -6.93069 0 0 -7.42574 0.49505 1 1 1 13 15 -10 1 4 1 1 0 
0 0 -7.42574 0 0 -7.92079 0.49505 1 1 1 14 16 -10 1 4 1 1 0 
0 0 -7.92079 0 0 -8.41584 0.49505 1 1 1 15 17 -10 1 4 1 1 0 
0 0 -8.41584 0 0 -8.91089 0.49505 1 1 1 16 18 -10 1 4 1 1 0 
0 0 -8.91089 0 0 -9.40594 0.49505 1 1 1 17 19 -10 1 4 1 1 0 
0 0 -9.40594 0 0 -9.90099 0.49505 1 1 1 18 20 -10 1 4 1 1 0 
0 0 -9.90099 0 0 -10.396 0.49505 1 1 1 19 21 -10 1 4 1 1 0 
0 0 -10.396 0 0 -10.8911 0.49505 1 1 1 20 22 -10 1 4 1 1 0 
0 0 -10.8911 0 0 -11.3861 0.49505 1 1 1 21 23 -10 1 4 1 1 0 
0 0 -11.3861 0 0 -11.8812 0.49505 1 1 1 22 24 -10 1 4 1 1 0 
0 0 -11.8812 0 0 -12.3762 0.49505 1 1 1 23 25 -10 1 4 1 1 0 
0 0 -12.3762 0 0 -12.8713 0.49505 1 1 1 24 26 -10 1 4 1 1 0 
0 0 -12.8713 0 0 -13.3663 0.49505 1 1 1 25 27 -10 1 4 1 1 0 
0 0 -13.3663 0 0 -13.8614 0.49505 1 1 1 26 28 -10 1 4 1 1 0 
0 0 -13.8614 0 0 -14.3564 0.49505 1 1 1 27 29 -10 1 4 1 1 0 
0 0 -14.3564 0 0 -14.8515 0.49505 1 1 1 28 30 -10 1 4 1 1 0 
0 0 -14.8515 0 0 -15.3465 0.49505 1 1 1 29 31 -10 1 4 1 1 0 
0 0 -15.3465 0 0 -15.8416 0.49505 1 1 1 30 32 -10 1 4 1 1 0 
0 0 -15.8416 0 0 -16.3366 0.49505 1 1 1 31 33 -10 1 4 1 1 0 
