"x1","y1","z1","x2","y2","z2","l","r1","r2","Q1","Q2","p1","p2","Q1v","Q2v","p1v","p2v","S1","S2"
-2.81324,1.7602,2.64589,-2.8016,1.79887,2.66243,0.0145491,0.0240892,0.0240892,0.000230051,0.000230051,0.0298138,4.29568e-19,0,0,0,0,0.000230051,0.000230051
-2.74845,0.98719,2.76274,-2.77348,0.96575,2.70294,0.017108,0.0524634,0.0524634,0.00194907,0.00194907,0.473855,0.456247,0,0,0,0,0.00194907,0.00194907
-2.77348,0.96575,2.70294,-2.8013,0.95925,2.63822,0.0205518,0.0524634,0.0510215,0.00194907,0.00134728,0.456247,0.438957,0,0,0,0,0.00194907,0.00134728
-2.79363,0.95538,2.65689,-2.8243,0.97088,2.58222,0.0205446,0.0344395,0.0510215,0.000601789,0.00134728,0.443043,0.426701,0,0,0,0,0.000601789,0.00134728
-2.8243,0.97088,2.58222,-2.84073,0.96853,2.53826,0.0156608,0.0453648,0.0453648,0.00114349,0.00114349,0.426701,0.414014,0,0,0,0,0.00114349,0.00114349
-2.84073,0.96853,2.53826,-2.86264,0.96541,2.47966,0.0156608,0.0453648,0.0453648,0.00114349,0.00114349,0.414014,0.397101,0,0,0,0,0.00114349,0.00114349
-2.86264,0.96541,2.47966,-2.89279,0.98436,2.45621,0.0163953,0.0453648,0.0227256,0.00114349,0.000565244,0.397101,0.32338,0,0,0,0,0.00114349,0.000565244
-2.89279,0.98436,2.45621,-2.94286,1.00849,2.43508,0.0142794,0.0227256,0.0227256,0.000565244,0.000565244,0.32338,0.193319,0,0,0,0,0.000565244,0.000565244
-2.94286,1.00849,2.43508,-2.99441,1.01059,2.40566,0.0156626,0.0227256,0.0227256,0.000565244,0.000565244,0.193319,0.0663862,0,0,0,0,0.000565244,0.000565244
-2.99441,1.01059,2.40566,-3.02057,1.0083,2.38858,0.0156626,0.0227256,0.0227256,0.000565244,0.000565244,0.0663862,7.82997e-19,0,0,0,0,0.000565244,0.000565244
-2.87479,0.96452,2.44788,-2.90059,0.96343,2.38313,0.0145936,0.041039,0.0227512,0.000578251,0.000349225,0.389125,0.358864,0,0,0,0,0.000578251,0.000349225
-2.89479,0.96419,2.3965,-2.91799,0.96115,2.34303,0.0145936,0.0255477,0.0227512,0.000229026,0.000349225,0.377885,0.30181,0,0,0,0,0.000229026,0.000349225
-2.91799,0.96115,2.34303,-2.93881,0.95467,2.28947,0.0144589,0.0227512,0.0227512,0.000349225,0.000349225,0.30181,0.226435,0,0,0,0,0.000349225,0.000349225
-2.93881,0.95467,2.28947,-2.95739,0.94427,2.23603,0.0143798,0.0227512,0.0227512,0.000349225,0.000349225,0.226435,0.151454,0,0,0,0,0.000349225,0.000349225
-2.95739,0.94427,2.23603,-2.97398,0.92797,2.18253,0.0145852,0.0227512,0.0227512,0.000349225,0.000349225,0.151454,0.0754161,0,0,0,0,0.000349225,0.000349225
-2.97398,0.92797,2.18253,-2.98613,0.91596,2.12725,0.0144649,0.0227512,0.0227512,0.000349225,0.000349225,0.0754161,2.04752e-18,0,0,0,0,0.000349225,0.000349225
-2.89399,0.97545,2.38852,-2.8913,1.01934,2.35584,0.0133736,0.0255477,0.0255477,0.000229026,0.000229026,0.370453,0.340969,0,0,0,0,0.000229026,0.000229026
-2.8913,1.01934,2.35584,-2.89041,1.05834,2.32013,0.0128382,0.0255477,0.0255477,0.000229026,0.000229026,0.340969,0.312502,0,0,0,0,0.000229026,0.000229026
-2.89041,1.05834,2.32013,-2.89196,1.09196,2.28156,0.0128441,0.0255477,0.0255477,0.000229026,0.000229026,0.312502,0.284909,0,0,0,0,0.000229026,0.000229026
-2.89196,1.09196,2.28156,-2.90066,1.12135,2.23977,0.0134855,0.0255477,0.0255477,0.000229026,0.000229026,0.284909,0.256955,0,0,0,0,0.000229026,0.000229026
-2.90066,1.12135,2.23977,-2.91715,1.14686,2.19464,0.0140271,0.0255477,0.0255477,0.000229026,0.000229026,0.256955,0.227661,0,0,0,0,0.000229026,0.000229026
-2.91715,1.14686,2.19464,-2.93549,1.16632,2.14448,0.0152035,0.0255477,0.0190961,0.000229026,0.000113415,0.227661,0.192078,0,0,0,0,0.000229026,0.000113415
-2.93233,1.16339,2.15906,-2.94497,1.17512,2.10077,0.0151939,0.0191608,0.0190961,0.000115611,0.000113415,0.205045,0.1532,0,0,0,0,0.000115611,0.000113415
-2.94497,1.17512,2.10077,-2.96123,1.19167,2.0461,0.0148398,0.0190961,0.0190961,0.000113415,0.000113415,0.1532,0.102547,0,0,0,0,0.000113415,0.000113415
-2.96123,1.19167,2.0461,-2.98155,1.21377,1.99494,0.0148314,0.0190961,0.0190961,0.000113415,0.000113415,0.102547,0.0519556,0,0,0,0,0.000113415,0.000113415
-2.98155,1.21377,1.99494,-3.00641,1.24228,1.94719,0.0152345,0.0190961,0.0190961,0.000113415,0.000113415,0.0519556,1.02918e-18,0,0,0,0,0.000113415,0.000113415
-2.94304,1.17394,2.15091,-2.97886,1.21685,2.121,0.013032,0.0191608,0.0191608,0.000115611,0.000115611,0.190377,0.135195,0,0,0,0,0.000115611,0.000115611
-2.97886,1.21685,2.121,-2.98648,1.26248,2.10141,0.012815,0.0191608,0.0191608,0.000115611,0.000115611,0.135195,0.0906616,0,0,0,0,0.000115611,0.000115611
-2.98648,1.26248,2.10141,-2.96512,1.31092,2.09049,0.016813,0.0191608,0.0191608,0.000115611,0.000115611,0.0906616,0.0432783,0,0,0,0,0.000115611,0.000115611
-2.96512,1.31092,2.09049,-2.93221,1.3489,2.08597,0.0168186,0.0191608,0.0191608,0.000115611,0.000115611,0.0432783,1.57976e-18,0,0,0,0,0.000115611,0.000115611
-2.81517,0.97756,2.57851,-2.77835,0.99452,2.56482,0.0102508,0.0256858,0.0256858,0.000203787,0.000203787,0.421127,0.399605,0,0,0,0,0.000203787,0.000203787
-2.77835,0.99452,2.56482,-2.74277,0.97529,2.55535,0.0124379,0.0256858,0.0256858,0.000203787,0.000203787,0.399605,0.379376,0,0,0,0,0.000203787,0.000203787
-2.74277,0.97529,2.55535,-2.71495,0.93207,2.54843,0.0147866,0.0256858,0.0256858,0.000203787,0.000203787,0.379376,0.35498,0,0,0,0,0.000203787,0.000203787
-2.71495,0.93207,2.54843,-2.69231,0.87848,2.54128,0.0143153,0.0256858,0.0256858,0.000203787,0.000203787,0.35498,0.327521,0,0,0,0,0.000203787,0.000203787
-2.69231,0.87848,2.54128,-2.67405,0.827669,2.53118,0.0120809,0.0256858,0.0256858,0.000203787,0.000203787,0.327521,0.301758,0,0,0,0,0.000203787,0.000203787
-2.67405,0.827669,2.53118,-2.65839,0.784566,2.51478,0.0125952,0.0256858,0.0256858,0.000203787,0.000203787,0.301758,0.278892,0,0,0,0,0.000203787,0.000203787
-2.65839,0.784566,2.51478,-2.644,0.742339,2.49064,0.0129956,0.0256858,0.0256858,0.000203787,0.000203787,0.278892,0.255117,0,0,0,0,0.000203787,0.000203787
-2.644,0.742339,2.49064,-2.63313,0.700411,2.46229,0.0128282,0.0256858,0.0256858,0.000203787,0.000203787,0.255117,0.230855,0,0,0,0,0.000203787,0.000203787
-2.63313,0.700411,2.46229,-2.62788,0.659101,2.43289,0.012558,0.0256858,0.0256858,0.000203787,0.000203787,0.230855,0.206957,0,0,0,0,0.000203787,0.000203787
-2.62788,0.659101,2.43289,-2.62754,0.618872,2.40177,0.0132483,0.0256858,0.0256858,0.000203787,0.000203787,0.206957,0.183117,0,0,0,0,0.000203787,0.000203787
-2.62754,0.618872,2.40177,-2.62796,0.579763,2.36604,0.0132386,0.0256858,0.0256858,0.000203787,0.000203787,0.183117,0.158316,0,0,0,0,0.000203787,0.000203787
-2.62796,0.579763,2.36604,-2.62869,0.540613,2.33177,0.0123659,0.0256858,0.0256858,0.000203787,0.000203787,0.158316,0.133926,0,0,0,0,0.000203787,0.000203787
